"TALHAO";"AREA_TL";"DATA_PL";"ESPAC";"PARCELA";"DATA_MD";"AREA_PC";"COVA";"DAP";"HT";"HD";"HT_EST"
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;22;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;23;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;24;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;25;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;26;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;27;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;28;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;29;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;30;11,5;NA;19,98;18,5595229337349
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;31;10,5;NA;19,98;17,9093313841994
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;32;11,5;NA;19,98;18,5595229337349
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;33;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;34;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;35;9,5;NA;19,98;17,152657800882
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;36;10;NA;19,98;17,5458372510522
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;37;10;NA;19,98;17,5458372510522
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;38;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;39;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;40;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;41;11,5;NA;19,98;18,5595229337349
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;42;11,5;NA;19,98;18,5595229337349
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;43;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;44;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;45;11;NA;19,98;18,2463112015562
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;46;11,5;NA;19,98;18,5595229337349
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;47;11;NA;19,98;18,2463112015562
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;48;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;49;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;50;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;51;11;NA;19,98;18,2463112015562
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;52;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;53;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;54;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;55;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;56;13,5;NA;19,98;19,6181646890418
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;57;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;58;11;NA;19,98;18,2463112015562
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;59;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;60;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;61;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;62;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;63;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;64;13,5;NA;19,98;19,6181646890418
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;65;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;66;13;20,6;19,98;20,6
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;67;13;20,2;19,98;20,2
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;68;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;69;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;70;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;71;13,5;20,8;19,98;20,8
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;72;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;73;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;74;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;75;13;19,3;19,98;19,3
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;76;13;19;19,98;19
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;77;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;78;11,5;NA;19,98;18,5595229337349
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;79;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;80;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;81;12;NA;19,98;18,8513545667207
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;82;12,5;NA;19,98;19,1238907937426
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;83;10;NA;19,98;17,5458372510522
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;84;15;NA;19,98;20,2540103339276
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;85;13;NA;19,98;19,3789585237445
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;86;13,5;NA;19,98;19,6181646890418
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;87;15,5;NA;19,98;20,442441550554
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;88;14;NA;19,98;19,842927766346
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;89;13,5;NA;19,98;19,6181646890418
4;51;"2007-07-01";"3x3";4;"2012-09-05";810;90;15;NA;19,98;20,2540103339276
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;1;12,5;18,5;19,6;18,5
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;2;12;17,6;19,6;17,6
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;3;14;20,4;19,6;20,4
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;4;12,5;17,9;19,6;17,9
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;5;12;17,5;19,6;17,5
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;6;12;18;19,6;18
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;7;12,5;17,7;19,6;17,7
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;8;10,5;16,8;19,6;16,8
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;9;11;17,5;19,6;17,5
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;10;13,5;19;19,6;19
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;11;12;18,9;19,6;18,9
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;12;13;20,2;19,6;20,2
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;13;12;18,7;19,6;18,7
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;14;13;19,7;19,6;19,7
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;15;13;17,8;19,6;17,8
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;16;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;17;11,5;NA;19,6;18,2511623846719
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;18;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;19;14;NA;19,6;19,5132438556715
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;20;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;21;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;22;11;NA;19,6;17,9431545654414
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;23;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;24;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;25;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;26;14;NA;19,6;19,5132438556715
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;27;14;NA;19,6;19,5132438556715
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;28;14;NA;19,6;19,5132438556715
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;29;14,5;20,1;19,6;20,1
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;30;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;31;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;32;13;19,5;19,6;19,5
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;33;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;34;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;35;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;36;12,5;19,6;19,6;19,6
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;37;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;38;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;39;13,5;NA;19,6;19,2922151451489
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;40;5;NA;19,6;11,2172661787641
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;41;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;42;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;43;13,5;NA;19,6;19,2922151451489
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;44;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;45;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;46;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;47;14;NA;19,6;19,5132438556715
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;48;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;49;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;50;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;51;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;52;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;53;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;54;13;19;19,6;19
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;55;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;56;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;57;11,5;NA;19,6;18,2511623846719
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;58;13,5;NA;19,6;19,2922151451489
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;59;11;NA;19,6;17,9431545654414
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;60;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;61;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;62;11;NA;19,6;17,9431545654414
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;63;14;NA;19,6;19,5132438556715
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;64;14;NA;19,6;19,5132438556715
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;65;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;66;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;67;12,5;19,8;19,6;19,8
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;68;13,5;NA;19,6;19,2922151451489
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;69;11;NA;19,6;17,9431545654414
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;70;13,5;NA;19,6;19,2922151451489
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;71;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;72;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;73;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;74;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;75;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;76;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;77;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;78;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;79;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;80;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;81;12;NA;19,6;18,5381453282327
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;82;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;83;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;84;13,5;NA;19,6;19,2922151451489
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;85;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;86;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;87;12,5;NA;19,6;18,8061534528403
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;88;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;89;13;NA;19,6;19,0569833139297
4;51;"2007-07-01";"3x3";5;"2012-09-05";810;90;16;NA;19,6;20,2780814925507
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;1;15,5;24,5;24,4;24,5
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;2;15;24,1;24,4;24,1
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;3;11;21,5;24,4;21,5
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;4;15;23,9;24,4;23,9
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;5;16;24,8;24,4;24,8
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;6;NA;NA;24,4;NA
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;7;13,5;22,8;24,4;22,8
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;8;13;22,9;24,4;22,9
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;9;14;24,9;24,4;24,9
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;10;14,5;24,3;24,4;24,3
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;11;15,5;23,9;24,4;23,9
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;12;16;24,8;24,4;24,8
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;13;16;24,1;24,4;24,1
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;14;13,5;23,1;24,4;23,1
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;15;15;24,4;24,4;24,4
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;16;15;24,9;24,4;24,9
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;17;15,5;24,8;24,4;24,8
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;18;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;19;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;20;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;21;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;22;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;23;15,5;23,7;24,4;23,7
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;24;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;25;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;26;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;27;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;28;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;29;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;30;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;31;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;32;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;33;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;34;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;35;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;36;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;37;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;38;12;NA;24,4;21,9705252248508
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;39;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;40;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;41;12,5;NA;24,4;22,3840251706392
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;42;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;43;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;44;13,5;NA;24,4;23,1384455157745
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;45;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;46;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;47;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;48;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;49;12;NA;24,4;21,9705252248508
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;50;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;51;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;52;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;53;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;54;13,5;NA;24,4;23,1384455157745
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;55;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;56;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;57;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;58;17;NA;24,4;25,1989642980253
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;59;16,5;NA;24,4;24,9489541919508
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;60;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;61;13;NA;24,4;22,7726215183906
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;62;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;63;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;64;16,5;23,6;24,4;23,6
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;65;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;66;13;NA;24,4;22,7726215183906
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;67;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;68;10;NA;24,4;20,0148208842587
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;69;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;70;16,5;NA;24,4;24,9489541919508
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;71;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;72;13;NA;24,4;22,7726215183906
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;73;14;NA;24,4;23,4833992425066
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;74;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;75;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;76;13,5;NA;24,4;23,1384455157745
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;77;17;25,1;24,4;25,1
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;78;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;79;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;80;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;81;15,5;NA;24,4;24,4091987166095
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;82;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;83;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;84;13;NA;24,4;22,7726215183906
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;85;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;86;16;NA;24,4;24,6860357402494
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;87;13;NA;24,4;22,7726215183906
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;88;15;NA;24,4;24,1173269272395
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;89;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";7;"2012-09-03";810;90;14,5;NA;24,4;23,8091843662464
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;1;15;23,7;23,96;23,7
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;2;16;24,4;23,96;24,4
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;3;14,5;24,5;23,96;24,5
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;4;15,5;24,3;23,96;24,3
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;5;16;24,2;23,96;24,2
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;6;13,5;23,3;23,96;23,3
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;7;14,5;23,1;23,96;23,1
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;8;15,5;23,4;23,96;23,4
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;9;14;22,8;23,96;22,8
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;10;13;22,3;23,96;22,3
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;11;16;23,1;23,96;23,1
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;12;13;23,3;23,96;23,3
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;13;14;22,4;23,96;22,4
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;14;15;23,6;23,96;23,6
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;15;13,5;22,7;23,96;22,7
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;16;15,5;23,1;23,96;23,1
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;17;12;23,5;23,96;23,5
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;18;14;23,3;23,96;23,3
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;19;16;23,5;23,96;23,5
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;20;15;24,5;23,96;24,5
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;21;16;NA;23,96;24,3905136888166
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;22;15,5;NA;23,96;24,1169907430627
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;23;15,5;NA;23,96;24,1169907430627
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;24;14;NA;23,96;23,2022742213901
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;25;16;NA;23,96;24,3905136888166
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;26;16;NA;23,96;24,3905136888166
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;27;16;NA;23,96;24,3905136888166
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;28;14;NA;23,96;23,2022742213901
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;29;13,5;NA;23,96;22,8614500128215
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;30;14;NA;23,96;23,2022742213901
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;31;14,5;NA;23,96;23,5241592985972
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;32;15;NA;23,96;23,8286130161196
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;33;16;NA;23,96;24,3905136888166
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;34;15;NA;23,96;23,8286130161196
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;35;15;NA;23,96;23,8286130161196
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;36;15,5;NA;23,96;24,1169907430627
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;37;14;NA;23,96;23,2022742213901
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;38;14;NA;23,96;23,2022742213901
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;39;12,5;NA;23,96;22,1160610022586
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;40;13;NA;23,96;22,5000053762757
2;45;"2007-04-01";"3x3";8;"2012-09-03";810;41;14;NA;23,96;23,2022742213901
